Ensembl.Gene.ID	Chromosome.Name	Gene.Start.bp	Gene.End.bp	HGNC.symbol
ENSG00000201723	18	76304096	76304188	Y_RNA
ENSG00000256463	18	76740275	76757397	SALL3
ENSG00000166377	18	76829394	77138278	ATP9B
ENSG00000131196	18	77155772	77289325	NFATC1
ENSG00000178412	18	77398938	77439745	AC068473.1
ENSG00000060069	18	77439801	77514510	CTDP1
ENSG00000178342	18	77623668	77659816	KCNG2
ENSG00000122490	18	77662420	77711664	PQLC1
ENSG00000226742	18	77724582	77730820	HSBP1L1
ENSG00000141759	18	77732869	77748532	TXNL4A
ENSG00000244288	18	77772847	77773065	AC090360.1
ENSG00000261126	18	77794346	77854968	RP11-795F19.1.1
ENSG00000101546	18	77794346	77810651	RBFA
ENSG00000101544	18	77866915	77905406	ADNP2
ENSG00000178184	18	77915115	78005429	PARD6G
